#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	41036	42397	-	allB	1-1362/1362	========/======	3/6	99.78	83.08	vfdb	WP_012737535	(allB) allantoinase [Allantion utilization (VF0572) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	90350	93497	+	acrB	1-3145/3147	========/======	5/9	99.84	83.88	vfdb	WP_002892069	(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	264914	269139	-	fdeC	1-4229/4251	========/======	1/3	99.41	90.94	vfdb	WP_000092542	(fdeC) adhesin FdeC [FdeC (VF0506) - Adherence (VFC0001)] [Escherichia coli O45:K1:H7 str. S88]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	272208	272750	+	ykgK/ecpR	1-543/543	===============	0/0	100.00	97.79	vfdb	WP_000389022	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	272825	273412	+	yagZ/ecpA	1-588/588	===============	0/0	100.00	99.32	vfdb	WP_000730972	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	273469	274137	+	yagY/ecpB	1-669/669	===============	0/0	100.00	98.50	vfdb	WP_000716386	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	274163	276688	+	yagX/ecpC	1-2526/2526	===============	0/0	100.00	98.73	vfdb	WP_001131063	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	276678	278321	+	yagW/ecpD	1-1644/1644	===============	0/0	100.00	98.54	vfdb	WP_001265657	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	278290	278998	+	yagV/ecpE	1-709/711	===============	0/0	99.72	97.04	vfdb	WP_001301550	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000003.1	92022	93110	-	cfaD/cfaE	1-1089/1089	===============	0/0	100.00	100.00	vfdb	WP_001245988	(cfaD/cfaE) minor pilin and initiator [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000003.1	93107	95791	-	cfaC	1-2685/2685	===============	0/0	100.00	99.96	vfdb	WP_000358674	(cfaC) colonisation factor antigen c usher [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000003.1	95883	96383	-	cfaB	1-501/501	===============	0/0	100.00	100.00	vfdb	WP_000755097	(cfaB) colonization factor antigen 1 [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000003.1	96413	97129	-	cfaA	1-717/717	===============	0/0	100.00	99.72	vfdb	WP_000225871	(cfaA) colonisation factor antigen a chaperone [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000005.1	66567	67619	+	ompA	1-1041/1041	========/======	1/12	100.00	94.30	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000011.1	74317	76216	-	espL1	1-1898/1898	========/======	2/2	100.00	95.00	vfdb		(espL1) Type III secretion system effector espL1 [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000014.1	28323	28973	+	rcsB	1-651/651	===============	0/0	100.00	84.64	vfdb	WP_002913007	(rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000016.1	39303	39971	+	pmrA	1-669/669	===============	0/0	100.00	81.61	vfdb	NP_463157	(pmrA) response regulator PmrA [PmrAB (VF1355) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000017.1	2225	3517	+	espX5	1-1293/1293	===============	0/0	100.00	95.67	vfdb	WP_001270087	(espX5) Type III secretion system effector EspX5 [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615]	
