#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000001.1	395210	395860	-	rcsB	1-651/651	===============	0/0	100.00	84.48	vfdb	WP_002913007	(rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000002.1	265523	266515	+	rpoS	2-993/993	========/======	3/3	99.80	92.76	vfdb	NP_461845	(rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	145641	146210	-	espY2	1-570/570	===============	0/0	100.00	100.00	vfdb	WP_000868321	(espY2) Type III secretion system effector EspY2 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	162680	163417	-	espY1	1-738/738	===============	0/0	100.00	99.73	vfdb	WP_013009101	(espY1) Type III secretion system effector EspY1 [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	202111	203532	+	espX1	1-1422/1422	===============	0/0	100.00	100.00	vfdb	WP_000129338	(espX1) Type III secretion system effector EspX1 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	298841	300949	+	espX6	1-2103/2196	========/======	2/30	95.22	97.55	vfdb	WP_000535069	(espX6) Type III secretion system effector EspX6 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	320802	321704	-	fimH	1-903/903	===============	0/0	100.00	97.45	vfdb	WP_000832235	(fimH) FimH protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	321724	322227	-	fimG	1-504/504	===============	0/0	100.00	98.02	vfdb	WP_000872015	(fimG) FimG protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	322240	322770	-	fimF	1-531/531	===============	0/0	100.00	97.74	vfdb	WP_001244821	(fimF) FimF protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	322780	325416	-	fimD	1-2637/2637	===============	0/0	100.00	98.14	vfdb	WP_000120946	(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	325483	326208	-	fimC	1-726/726	===============	0/0	100.00	97.93	vfdb	WP_000066579	(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	326245	326784	-	fimI	1-540/540	===============	0/0	100.00	98.70	vfdb	WP_000824100	(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	326849	327403	-	fimA	1-549/549	========/======	1/6	100.00	87.75	vfdb	WP_000695571	(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	327887	328481	-	fimE	1-595/597	===============	0/0	99.66	99.33	vfdb	WP_000044711	(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000003.1	328958	329560	-	fimB	1-603/603	===============	0/0	100.00	98.18	vfdb	WP_000790574	(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000004.1	107555	108325	-	shuV	1-771/771	===============	0/0	100.00	98.83	vfdb	WP_001626196	(shuV) ATP-binding component of hemin transport system [Shu (VF0256) - Nutritional/Metabolic factor (VFC0272)] [Shigella dysenteriae Sd197]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000004.1	108322	109314	-	chuU	1-993/993	===============	0/0	100.00	99.90	vfdb	WP_000910392	(chuU) heme permease protein ChuU [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000004.1	109363	109986	-	chuY	1-624/624	===============	0/0	100.00	100.00	vfdb	WP_000189352	(chuY) ChuY [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000004.1	109986	110480	-	chuX	1-495/495	===============	0/0	100.00	100.00	vfdb	WP_000020049	(chuX) putative heme-binding protein ChuX [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000004.1	110493	111830	-	chuW	1-1338/1338	===============	0/0	100.00	100.00	vfdb	WP_000993317	(chuW) Putative oxygen independent coproporphyrinogen III oxidase [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000004.1	111850	112764	-	chuT	1-915/915	===============	0/0	100.00	99.89	vfdb	WP_001302516	(chuT) periplasmic heme-binding protein ChuT [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000004.1	113447	115429	+	chuA	1-1983/1983	===============	0/0	100.00	99.95	vfdb	WP_000089593	(chuA) Outer membrane heme/hemoglobin receptor ChuA [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000004.1	115478	116506	+	chuS	1-1029/1029	===============	0/0	100.00	99.90	vfdb	WP_001017167	(chuS) heme oxygenase ChuS [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000005.1	21844	23136	-	espX5	1-1293/1293	===============	0/0	100.00	100.00	vfdb	WP_001270084	(espX5) Type III secretion system effector EspX5 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000005.1	74647	75315	-	pmrA	1-669/669	===============	0/0	100.00	81.02	vfdb	NP_463157	(pmrA) response regulator PmrA [PmrAB (VF1355) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000006.1	66280	69427	+	acrB	1-3145/3147	========/======	5/9	99.84	84.13	vfdb	WP_002892069	(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000006.1	113640	115211	+	espY3	1-1572/1572	===============	0/0	100.00	100.00	vfdb	WP_000978349	(espY3) Type III secretion system effector EspY3 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000007.1	3072	4052	+	nleB2	1-981/981	===============	0/0	100.00	99.90	vfdb	WP_000950813	(nleB2) Type III secretion system effector NleB2 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000007.1	4086	5105	+	nleC	1-1020/1020	===============	0/0	100.00	100.00	vfdb	WP_115801843	(nleC) Type III secretion system effector NleC  zinc metalloprotease  [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000007.1	5932	6813	+	nleH1	1-882/882	===============	0/0	100.00	100.00	vfdb	WP_000951026	(nleH1) Type III secretion system effector NleH1 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000007.1	7044	7742	+	nleD	1-699/699	===============	0/0	100.00	99.86	vfdb	WP_001247926	(nleD) Type III secretion system effector NleD [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000007.1	33664	35676	+	espX2	1-2013/2013	===============	0/0	100.00	99.95	vfdb	WP_010904544	(espX2) Type III secretion system effector EspX2 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000007.1	226930	227970	-	ompA	1-1041/1041	===============	0/0	100.00	98.08	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000008.1	49480	51378	-	espL1	1-1899/1899	===============	0/0	100.00	99.89	vfdb	WP_000081129	(espL1) Type III secretion system effector espL1 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000009.1	135	2175	-	vgrG/tssI	1-2065/2142	========/======	1/24	95.28	91.62	vfdb	WP_000103365	(vgrG/tssI) type VI secretion system effector VgrG [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000009.1	181230	181820	-	espM1	1-591/591	===============	0/0	100.00	100.00	vfdb	WP_001144877	(espM1) Type III secretion system effector EspM1 Rho guanine exchange factor [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000009.1	182004	182651	+	nleG-1	1-648/648	===============	0/0	100.00	100.00	vfdb	WP_001303944	(nleG-1) T3SS effector E3 ubiquitin-protein ligase NleG [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000009.1	183362	183640	+	espO1-2	1-279/279	===============	0/0	100.00	100.00	vfdb	NP_309848	(espO1-2) type III secreted effector [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. Sakai]	
/home/chijioke/OHG_project/assembled_genome/GCA_041294815.1_ASM4129481v1_genomic.fna	JBEHBL010000010.1	23840	24418	+	flhC	1-579/579	========/======	2/2	99.83	81.90	vfdb	WP_013096051	(flhC) flagellar transcriptional regulator FlhC [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
