#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/chijioke/OHG_project/assembled_genome/GCA_045748345.1_ASM4574834v1_genomic.fna	JADOEC010000001.1	21784	23190	-	gndA	1-1407/1407	========/======	2/4	99.86	84.17	vfdb	WP_014907233	(gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/chijioke/OHG_project/assembled_genome/GCA_045748345.1_ASM4574834v1_genomic.fna	JADOEC010000001.1	234225	234875	+	rcsB	1-651/651	===============	0/0	100.00	84.33	vfdb	WP_002913007	(rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/chijioke/OHG_project/assembled_genome/GCA_045748345.1_ASM4574834v1_genomic.fna	JADOEC010000002.1	104584	105575	-	rpoS	2-993/993	========/======	2/2	99.80	92.75	vfdb	NP_461845	(rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/chijioke/OHG_project/assembled_genome/GCA_045748345.1_ASM4574834v1_genomic.fna	JADOEC010000002.1	187368	187846	+	hcp2	1-479/492	===============	0/0	97.36	82.25	vfdb	WP_032643420	(hcp2) type VI secretion system protein Hcp [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/chijioke/OHG_project/assembled_genome/GCA_045748345.1_ASM4574834v1_genomic.fna	JADOEC010000003.1	14153	15136	+	kpsF	1-984/984	===============	0/0	100.00	99.29	vfdb	WP_001331698	(kpsF) Polysialic acid capsule expression protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
/home/chijioke/OHG_project/assembled_genome/GCA_045748345.1_ASM4574834v1_genomic.fna	JADOEC010000003.1	15208	16356	+	kpsE	1-1149/1149	===============	0/0	100.00	98.87	vfdb	WP_000905916	(kpsE) Capsule polysaccharide export inner-membrane protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
/home/chijioke/OHG_project/assembled_genome/GCA_045748345.1_ASM4574834v1_genomic.fna	JADOEC010000003.1	16380	18056	+	kpsD	1-1677/1677	===============	0/0	100.00	99.11	vfdb	WP_001331697	(kpsD) Polysialic acid transport protein precursor [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
/home/chijioke/OHG_project/assembled_genome/GCA_045748345.1_ASM4574834v1_genomic.fna	JADOEC010000003.1	18066	18806	+	kpsU	1-741/741	===============	0/0	100.00	98.52	vfdb	WP_000030755	(kpsU) 3-deoxy-manno-octulosonate cytidylyltransferase [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
/home/chijioke/OHG_project/assembled_genome/GCA_045748345.1_ASM4574834v1_genomic.fna	JADOEC010000003.1	18803	20830	+	kpsC	1-2028/2028	===============	0/0	100.00	96.45	vfdb	WP_000579525	(kpsC) Capsule polysaccharide export protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
/home/chijioke/OHG_project/assembled_genome/GCA_045748345.1_ASM4574834v1_genomic.fna	JADOEC010000003.1	20865	22071	+	kpsS	1-1206/1206	========/======	1/1	100.00	95.44	vfdb	WP_001161829	(kpsS) Capsule polysaccharide export protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
