#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000073.1	829	1630	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000073.1	2028	2525	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000074.1	329	1144	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000074.1	7112	7896	-	aac(3)-IVa_1	1-786/786	========/======	1/1	99.87	99.75	resfinder	X01385	aac(3)-IVa	Gentamicin;Tobramycin
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000082.1	1107	2320	-	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000083.1	1712	2958	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000086.1	2819	3740	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000092.1	163	975	+	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000096.1	362	778	+	fosA3_1	1-417/417	===============	0/0	100.00	100.00	resfinder	AB522970	fosA3	Fosfomycin
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000110.1	147	1007	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000112.1	247	1122	+	blaCTX-M-14_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF252622	blaCTX-M-14	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000115.1	136	951	-	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000144.1	5137	5634	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000144.1	6032	6833	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000146.1	1018	2264	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000147.1	937	2150	+	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000148.1	204	1016	+	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000149.1	109	1030	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000150.1	299	715	+	fosA3_1	1-417/417	===============	0/0	100.00	100.00	resfinder	AB522970	fosA3	Fosfomycin
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000151.1	666	1481	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
/home/chijioke/OHG_project/assembled_genome/GCA_026722545.1_PDT001515029.1_genomic.fna	DAKRYP010000152.1	277	1137	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
