#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000009.1	99652	100884	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.81	resfinder	Y08743	mdf(A)	
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000067.1	901	1374	+	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000067.1	1505	2293	+	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000067.1	2813	3679	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000067.1	8974	9895	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000076.1	391	1637	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000076.1	2616	3452	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000076.1	3452	4255	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000076.1	4316	5131	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000116.1	211	913	+	blaCTX-M-104_1	1-703/876	=============..	0/0	80.25	100.00	resfinder	HQ833652	blaCTX-M-104	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000138.1	110	1031	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000139.1	942	1415	+	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000139.1	1546	2334	+	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000139.1	2854	3720	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000141.1	142	945	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000141.1	945	1781	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000142.1	522	1337	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000143.1	1	1226	+	tet(A)_6	22-1247/1275	===============	0/0	96.16	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000144.1	22	897	+	blaCTX-M-14_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF252622	blaCTX-M-14	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000145.1	22	897	+	blaCTX-M-27_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY156923	blaCTX-M-27	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000146.1	22	897	+	blaCTX-M-14_1	1-876/876	===============	0/0	100.00	99.89	resfinder	AF252622	blaCTX-M-14	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/home/chijioke/OHG_project/assembled_genome/GCA_017040655.1_PDT000954091.1_genomic.fna	DADHWM010000147.1	22	897	+	blaCTX-M-174_1	1-876/876	===============	0/0	100.00	100.00	resfinder	KT997886	blaCTX-M-174	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
