#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000001.1	129428	129991	+	Z2200	1-564/564	===============	0/0	100.00	96.81	ecoli_vf	gi:15801631	putative major fimbrial subunit	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000001.1	130344	131063	+	Z2201	1-720/720	===============	0/0	100.00	97.08	ecoli_vf	gi:15801632	putative fimbrial chaperone protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000001.1	131105	133756	+	fimD	1-2652/2652	===============	0/0	100.00	97.62	ecoli_vf	gi:387607091	fimbrial outer membrane usher protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000001.1	133770	134300	+	fimF	1-531/531	===============	0/0	100.00	97.93	ecoli_vf	gi:387607090	fimbrial protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000001.1	134313	134816	+	fimG	1-504/504	===============	0/0	100.00	98.02	ecoli_vf	gi:410482685	fimbrial-like adhesin protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000001.1	134876	135790	+	Z2206	1-915/915	===============	0/0	100.00	96.83	ecoli_vf	gi:15801636	putative adhesin; FimH protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000002.1	56972	58012	-	ompA	1-1041/1041	===============	0/0	100.00	99.52	ecoli_vf	gi:7188818	outer membrane protein A	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000002.1	124985	125818	-	csgG	1-834/834	===============	0/0	100.00	98.68	ecoli_vf	gi:15801154	curli production assembly/transport component 2nd curli operon	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000002.1	125845	126261	-	csgF	1-417/417	===============	0/0	100.00	98.56	ecoli_vf	VFG045789	curli production assembly/transport component CsgF	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000002.1	126286	126675	-	csgE	1-390/390	===============	0/0	100.00	98.97	ecoli_vf	VFG045790	curli production assembly/transport component CsgE	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000002.1	126680	127330	-	csgD	1-651/651	===============	0/0	100.00	99.54	ecoli_vf	VFG045791	putative 2-component transcriptional regulator for 2nd curli operon	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000003.1	15122	15445	-	ppdc	1-324/324	===============	0/0	100.00	97.84	ecoli_vf	SPG000140	Pilin-like protein minor pilin or pseudopilin Adherence Hemorrhagic coli pilus	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000003.1	15430	15837	-	ygdb	1-408/408	===============	0/0	100.00	95.83	ecoli_vf	SPG000137	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000003.1	15834	16397	-	ppdb	1-564/564	===============	0/0	100.00	96.99	ecoli_vf	SPG000112	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000003.1	16388	16858	-	ppda	1-471/471	===============	0/0	100.00	98.51	ecoli_vf	SPG000131	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000004.1	43	3896	-	entF	1-3854/3882	===============	0/0	99.28	98.16	ecoli_vf	gi:26246565	enterobactin synthase multienzyme complex component ATP-dependent	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000004.1	4114	5316	-	fes	1-1203/1203	===============	0/0	100.00	99.33	ecoli_vf	gi:26246563	enterobactin/ferric enterobactin esterase	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000004.1	5558	7807	+	fepA	1-2241/2241	========/======	1/9	100.00	98.09	ecoli_vf	gi:26246561	ferrienterobactin outer membrane transporter	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000004.1	7832	8602	+	entD	1-771/771	===============	0/0	100.00	97.02	ecoli_vf	gi:26246560	phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000004.1	19679	21061	-	ibeB	1-1383/1383	===============	0/0	100.00	99.42	ecoli_vf	gi:110640802	copper/silver efflux system outer membrane protein CusC	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000004.1	30229	31182	+	ompt	1-954/954	===============	0/0	100.00	98.11	ecoli_vf	SPG000077	E. coli ompT gene for outer membrane protease.	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000006.1	18480	19364	-	ECS88_3547	1-885/885	===============	0/0	100.00	100.00	ecoli_vf	gi:218560235	lipoprotein NlpI	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000011.1	27954	28907	-	flgL	1-954/954	===============	0/0	100.00	97.59	ecoli_vf	gi:15801200	flagellar hook-associated protein FlgL	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000011.1	28919	30562	-	flgK	1-1644/1644	===============	0/0	100.00	98.05	ecoli_vf	gi:15801199	flagellar hook-associated protein FlgK	
/home/chijioke/OHG_project/assembled_genome/GCA_012662445.1_PDT000662174.1_genomic.fna	AASZLQ010000011.1	30628	31569	-	flgJ	1-942/942	===============	0/0	100.00	97.03	ecoli_vf	gi:15801198	flagellar rod assembly protein/muramidase FlgJ	
