#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000001.1	14178	15800	-	nadb	1-1623/1623	===============	0/0	100.00	97.41	ecoli_vf	SPG000049	Escherichia coli str. K-12 substr. MG1655 complete genome	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000001.1	351007	352002	-	flk	1-996/996	===============	0/0	100.00	98.69	ecoli_vf	gi:15802868	flagella biosynthesis regulator	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	123575	123898	-	ppdc	1-324/324	===============	0/0	100.00	97.53	ecoli_vf	SPG000140	Pilin-like protein minor pilin or pseudopilin Adherence Hemorrhagic coli pilus	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	123883	124290	-	ygdb	1-408/408	===============	0/0	100.00	95.59	ecoli_vf	SPG000137	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	124287	124850	-	ppdb	1-564/564	===============	0/0	100.00	98.76	ecoli_vf	SPG000112	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	124841	125311	-	ppda	1-471/471	===============	0/0	100.00	98.73	ecoli_vf	SPG000131	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	152410	152896	+	ygeG	6-492/492	===============	0/0	98.98	97.33	ecoli_vf	gi:15832962	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	153231	154607	+	ygeH	1-1377/1377	===============	0/0	100.00	97.75	ecoli_vf	gi:15832963	transcriptional regulator	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	155076	155552	+	b2854	1-477/477	===============	0/0	100.00	100.00	ecoli_vf	SPG000125	Putative lytic transglycosylase Adherence Hemorrhagic coli pilus	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	155597	156229	-	ECs3712	1-633/633	===============	0/0	100.00	97.16	ecoli_vf	gi:15832966	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	156450	156881	-	orgB	1-432/432	===============	0/0	100.00	95.37	ecoli_vf	gi:15832967	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	157098	157678	-	orgA	1-582/582	========/======	1/1	99.83	96.22	ecoli_vf	gi:15832969	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	157694	158428	-	eprK	1-735/735	===============	0/0	100.00	97.69	ecoli_vf	gi:15832970	EprK	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	158425	158756	-	eprJ	1-333/333	========/======	1/1	99.70	97.90	ecoli_vf	gi:15832971	EprJ	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	158776	159016	-	eprI	1-240/240	========/======	1/1	100.00	97.09	ecoli_vf	gi:15832972	EprI	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	159030	159760	-	eprH	5-735/735	===============	0/0	99.46	96.31	ecoli_vf	gi:15832973	EprH	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	160471	160971	+	etrA	1-501/501	===============	0/0	100.00	97.61	ecoli_vf	gi:15832974	transcriptional regulator	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	161327	162447	-	epaS	1-1122/1122	========/======	1/1	99.91	96.88	ecoli_vf	gi:15832975	surface presentation of antigens protein SpaS	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	162773	163236	-	epaR	3-466/468	===============	0/0	99.15	96.34	ecoli_vf	VFG042210	-	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	163225	163485	-	epaQ	1-261/261	===============	0/0	100.00	96.94	ecoli_vf	gi:15832978	EpaQ	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	163495	164160	-	epaP	1-666/666	===============	0/0	100.00	97.75	ecoli_vf	gi:15832979	surface presentation of antigens protein SpaP	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	164150	165136	-	epaO	1-987/987	========/======	2/2	99.90	96.46	ecoli_vf	gi:15832980	surface presentation of antigens protein SpaO	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	273789	274769	-	yggr	1-981/981	===============	0/0	100.00	95.72	ecoli_vf	SPG000074	Retraction ATPase Adherence Hemorrhagic coli pilus	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	290279	290815	-	gspM	1-537/537	===============	0/0	100.00	99.81	ecoli_vf	gi:157154814	putative general secretion pathway protein YghD	
/home/chijioke/OHG_project/assembled_genome/GCA_021504235.1_ASM2150423v1_genomic.fna	JAIPMR010000002.1	290817	291995	-	gspL	1-1179/1179	===============	0/0	100.00	98.30	ecoli_vf	gi:157156601	GspL-like protein	
