#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	73318	73869	+	ycbQ	1-549/549	========/======	1/3	100.00	82.43	ecoli_vf	gi:15800799	putative fimbrial-like protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	73952	74653	+	ycbR	1-702/702	===============	0/0	100.00	97.44	ecoli_vf	gi:15800800	putative chaperone	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	74678	77278	+	ycbS	1-2601/2601	===============	0/0	100.00	97.92	ecoli_vf	gi:15804976	PapC-like porin protein involved in fimbrial biogenesis	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	77269	78249	+	ycbT	1-981/981	===============	0/0	100.00	98.37	ecoli_vf	gi:15800801	fimbrial protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	78417	78893	+	ycbU	1-477/477	===============	0/0	100.00	100.00	ecoli_vf	gi:15800802	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	78853	79416	+	ycbV	1-564/564	===============	0/0	100.00	98.94	ecoli_vf	gi:15800803	putative fimbrial-like protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	79382	80119	+	ycbF	1-738/738	===============	0/0	100.00	98.51	ecoli_vf	gi:15804987	putativi pili assembly chaperone	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	94474	95514	-	Z1307	1-1041/1041	===============	0/0	100.00	100.00	ecoli_vf	gi:15800816	outer membrane protein A	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	173855	174688	-	csgG	1-834/834	===============	0/0	100.00	98.20	ecoli_vf	gi:15801154	curli production assembly/transport component 2nd curli operon	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	174715	175131	-	csgF	1-417/417	===============	0/0	100.00	99.76	ecoli_vf	gi:15801155	curli assembly protein CsgF	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	175156	175545	-	csgE	1-390/390	===============	0/0	100.00	99.23	ecoli_vf	gi:15801156	curli assembly protein CsgE	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	175550	176200	-	csgD	1-651/651	===============	0/0	100.00	99.08	ecoli_vf	VFG045791	putative 2-component transcriptional regulator for 2nd curli operon	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	176927	177409	+	csgB	1-483/483	===============	0/0	100.00	99.59	ecoli_vf	VFG045792	minor curlin subunit CsgB	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	177450	177905	+	csgA	1-459/459	========/======	1/3	99.35	93.46	ecoli_vf	gi:15801159	cryptic curlin major subunit	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	177964	178296	+	csgC	1-333/333	===============	0/0	100.00	98.50	ecoli_vf	VFG045794	putative curli production protein CsgC	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	202420	202836	-	flgN	1-417/417	===============	0/0	100.00	98.32	ecoli_vf	gi:15801187	flagella synthesis protein FlgN	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	203210	203869	-	flgA	1-660/660	===============	0/0	100.00	97.27	ecoli_vf	gi:15801189	flagellar basal body P-ring biosynthesis protein FlgA	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	204024	204440	+	flgB	1-417/417	===============	0/0	100.00	99.28	ecoli_vf	gi:15801190	flagellar basal body rod protein FlgB	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	204444	204848	+	flgC	1-405/405	===============	0/0	100.00	98.77	ecoli_vf	gi:15801191	flagellar basal body rod protein FlgC	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	204860	205555	+	flgD	1-696/696	===============	0/0	100.00	98.85	ecoli_vf	gi:15801192	flagellar basal body rod modification protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	205580	206785	+	flgE	1-1206/1206	===============	0/0	100.00	98.42	ecoli_vf	gi:15801193	flagellar hook protein FlgE	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	206805	207560	+	flgF	1-756/756	===============	0/0	100.00	98.41	ecoli_vf	gi:15801194	flagellar basal body rod protein FlgF	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	207698	208480	+	flgG	1-783/783	===============	0/0	100.00	99.23	ecoli_vf	gi:15801195	flagellar basal body rod protein FlgG	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	208533	209231	+	flgH	1-699/699	===============	0/0	100.00	99.43	ecoli_vf	gi:15801196	flagellar basal body L-ring protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	209243	210340	+	flgI	1-1098/1098	===============	0/0	100.00	97.81	ecoli_vf	gi:15801197	flagellar basal body P-ring protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	210340	211281	+	flgJ	1-942/942	===============	0/0	100.00	97.98	ecoli_vf	gi:15801198	flagellar rod assembly protein/muramidase FlgJ	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	211347	212990	+	flgK	1-1644/1644	===============	0/0	100.00	98.30	ecoli_vf	gi:15801199	flagellar hook-associated protein FlgK	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	213002	213955	+	flgL	1-954/954	===============	0/0	100.00	96.75	ecoli_vf	gi:15801200	flagellar hook-associated protein FlgL	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000001.1	253475	254263	-	ycfz	1-789/789	========/======	2/2	99.87	90.13	ecoli_vf	SPG000092	putative factor	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000002.1	105465	105905	+	ppdD	1-441/441	===============	0/0	100.00	98.64	ecoli_vf	gi:15799792	putative major pilin subunit	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000002.1	105915	107300	+	hofB	1-1386/1386	===============	0/0	100.00	98.12	ecoli_vf	gi:15799791	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000002.1	107290	108492	+	hofC	1-1203/1203	===============	0/0	100.00	97.59	ecoli_vf	gi:15799790	type IV pilin biogenesis protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000002.1	201063	202482	+	espX1	1-1422/1422	========/======	2/2	99.86	99.79	ecoli_vf	gi:260866172	T3SS effector-like protein EspX	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000003.1	170916	171911	+	flk	1-996/996	===============	0/0	100.00	98.90	ecoli_vf	gi:15802868	flagella biosynthesis regulator	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000004.1	4374	5129	-	matF	1-756/756	===============	0/0	100.00	97.62	ecoli_vf	VFG045787	Mat/Ecp fimbriae periplasmic chaperone protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000004.1	5053	6696	-	ecpD	1-1644/1644	===============	0/0	100.00	99.88	ecoli_vf	gi:260853520	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000004.1	6686	9211	-	ecpC	1-2526/2526	===============	0/0	100.00	99.84	ecoli_vf	gi:443616322	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000004.1	9237	9954	-	ecpB	1-717/717	========/======	1/1	100.00	98.33	ecoli_vf	gi:26246301	Hypothetical protein yagY precursor	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000004.1	9963	10550	-	ecpA	1-588/588	===============	0/0	100.00	99.66	ecoli_vf	gi:16128278	conserved protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000004.1	10625	11215	-	ecpR	1-591/591	===============	0/0	100.00	99.66	ecoli_vf	gi:410484079	transcriptional regulator	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000004.1	14223	18476	+	eaeH	1-4254/4254	===============	0/0	100.00	96.97	ecoli_vf	gi:209400580	invasin	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000004.1	41244	45227	+	ehaA	1-3984/3984	===============	0/0	100.00	99.80	ecoli_vf	gi:260842519	AidA-I adhesin-like protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000004.1	100174	103152	+	ehaB	1-2979/2979	===============	0/0	100.00	99.83	ecoli_vf	gi:260842574	flagellin structural protein	
/home/chijioke/OHG_project/assembled_genome/GCA_012203705.1_PDT000314193.3_genomic.fna	AARYHQ010000005.1	74291	76189	-	espL1	1-1899/1899	===============	0/0	100.00	95.47	ecoli_vf	gi:15831681	hypothetical protein	
