#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	182388	185366	-	ehaB	1-2979/2979	===============	0/0	100.00	99.93	ecoli_vf	gi:260842574	flagellin structural protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	244990	249039	-	ehaA	1-4050/4050	===============	0/0	100.00	99.28	ecoli_vf	gi:218693774	AidA-I adhesin-like protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	264886	269139	-	eaeH	1-4254/4254	===============	0/0	100.00	98.03	ecoli_vf	gi:260842504	invasin	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	272160	272750	+	ecpR	1-591/591	===============	0/0	100.00	99.66	ecoli_vf	gi:410484079	transcriptional regulator	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	272825	273412	+	ecpA	1-588/588	===============	0/0	100.00	100.00	ecoli_vf	gi:157155651	fimbrillin MatB	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	273421	274137	+	ecpB	1-717/717	===============	0/0	100.00	98.19	ecoli_vf	gi:26246301	Hypothetical protein yagY precursor	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	274163	276688	+	ecpC	1-2526/2526	===============	0/0	100.00	99.92	ecoli_vf	gi:443616322	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	276678	278321	+	ecpD	1-1644/1644	===============	0/0	100.00	99.88	ecoli_vf	gi:260853520	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000001.1	278245	279000	+	matF	1-756/756	===============	0/0	100.00	97.75	ecoli_vf	VFG045787	Mat/Ecp fimbriae periplasmic chaperone protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000003.1	92022	93110	-	cfaD	1-1089/1089	===============	0/0	100.00	100.00	ecoli_vf	gi:157157077	pilus biogenesis initiator protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000003.1	93107	95809	-	cfaC	1-2703/2703	===============	0/0	100.00	99.96	ecoli_vf	gi:410480837	hypothetical protein	
/home/chijioke/OHG_project/assembled_genome/GCA_021504385.1_ASM2150438v1_genomic.fna	JAJIZF010000003.1	95883	96383	-	cfaB	1-501/501	===============	0/0	100.00	100.00	ecoli_vf	gi:260845908	fimbrial subunit	
